deal_name,restaurant_name,location_name,match_confidence,restaurant_id,restaurant_group_id,restaurant_group_name,fly_allocation
Avotoasty (Bay Pl.) - New Deal,Alora Coastal Mediterranean,Alora Coastal Mediterranean,66.2%,40828311-1271-4432-b9ee-e2c3178db3f3,d6282b9f-97d6-487b-a067-73bfbeafa765,Alora,"500,000"
Butcher's Daughter Nolita - Market,Butcher's Daughter,Nolita,92.0%,e7a05cd6-576c-4beb-b600-b9697acaaa07,9cbb2dd6-d26c-4e96-8e9d-d9da7f08b6c0,Butcher's Daughter,"500,000"
Layla Williamsburg,Veselka Williamsburg,Williamsburg,88.9%,5a02aa66-fc07-4b42-b412-c13515a47316,a5197cd6-00a1-408a-9e6e-a2669e1c6417,Veselka,"500,000"
Elena's Mexican Restaurant - New Deal,Brenda's Meat & Three,NOPA,65.8%,965cceca-4a6f-477b-82f8-3dd816e75f3b,ce581429-728c-4c77-a94f-73dd079d1ca9,Brenda and the Krewe,"500,000"
Perry's Pacific Heights,Perry's,Pacific Heights,86.7%,bec8ddda-3174-4543-8016-c394463cea77,fe675d46-bb6a-4d5f-ae1a-64c9577bacb0,Perry's,"500,000"
12 Matcha - New Deal,Mah-Ze-Dahr,Battery Park City,65.2%,a9eba89d-4f7f-4939-9aee-d9ae77850acc,0718bd4b-6d7a-4ce4-a2d3-6b16e1252d63,Mah-Ze-Dahr,"500,000"
The Anchovy Bar Japantown,Mano a Mano,Logan Square,56.2%,10b0ac38-1a01-4163-8776-1154d90ce6dd,b8d1188d-8e54-4544-9fae-252d6369e027,Eat Well Hospitality,"500,000"
"EARTHBAR (Union St., SF) - New Deal",Arthur and Sons,Murray Hill,55.5%,37544e61-37fc-408e-b23c-1c5d9ba9af0a,8c6f8248-cae5-4809-a0e7-cbc557c5f722,Arthur and Sons,"500,000"
Two Hands Williamsburg Williamsburg,Veselka Williamsburg,Williamsburg,70.9%,5a02aa66-fc07-4b42-b412-c13515a47316,a5197cd6-00a1-408a-9e6e-a2669e1c6417,Veselka,"500,000"
Florence's James Island,Florence's,James Island,100.0%,7109aa48-17ca-4e24-bf51-7232ed487d51,7065715a-94f8-4da6-bbe1-7e1af4c2bfed,Queen Street Hospitality Group,"500,000"
Kebab aur Sharab Kebab aur Sharab,Dear Strangers,West Village,42.6%,fa99e070-dee7-465b-b155-e8e52e050b07,65562520-1b30-4d57-a2f3-1ea26cb795e3,Dear Strangers,"500,000"
Troya Pacific Heights,Troya,Pacific Heights,73.5%,6fce883d-a3fe-4411-8298-5bd662fa31a2,43086d71-9f16-4587-bc05-665625cc7700,Troya,"500,000"
Slate Cafe Nomad,Cafe Mado,Prospect Heights,74.0%,f5fa4d03-18a1-4cd6-a6aa-cd3e07aae162,852a5364-150b-40d4-89f4-0fe1c42077d9,Redwood Hospitality,0
Slate Cafe Midtown,Cafe Mado,Prospect Heights,69.3%,f5fa4d03-18a1-4cd6-a6aa-cd3e07aae162,852a5364-150b-40d4-89f4-0fe1c42077d9,Redwood Hospitality,0
Slate Cafe UWS,Twisted St. Cafe,Marina,65.2%,642cd866-441c-476d-b002-37a3c6ba0c18,89923d9c-9aff-44e2-add3-439475b5cc69,Twisted St. Cafe,0
8282 Lower East Side,Nowon - East Village,East Village,62.6%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Laut Laut,Laut,Laut,100.0%,2d59daaf-9b5e-4485-b775-3e73565428d4,3eff8a74-e098-446d-95d6-7dcd3b016a34,Fungi Hospitality,"500,000"
Lula Mae Fort Greene,Lula Mae,Fort Greene,97.1%,7c4cb28d-d4c8-4f80-b029-33645dc9728e,40da68d1-e88b-413e-80e6-f454e67b0585,Lula Mae,"500,000"
Gus's Cobble Hill,Gus's,Cobble Hill,85.5%,58b2b03a-493e-4f66-864d-112af76a4a32,977b415e-7dea-49aa-a76e-3dc2e48e8d18,Gus's,"500,000"
Commodore II LES,Commodore II,LES,100.0%,8894f0e0-e7d7-4b14-8b9a-329e760117f9,d41efca1-f4b1-43e7-b24b-a51a500b7573,The Commodore Bars,"500,000"
Kanyakumari Union Square,Kanyakumari,Union Square,87.9%,35760695-2af7-4ed2-b906-b4a8043ec1a5,3eff8a74-e098-446d-95d6-7dcd3b016a34,Fungi Hospitality,"500,000"
Ariari East Village,Nowon - East Village,East Village,95.3%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
"Avotoasty (California St., SF) - New Deal",California Kahve,California Kahve,67.1%,9b1d16fa-0b2d-4197-a306-583e3405f7ab,b91064e5-81c0-4ffb-a745-8ae194807f99,California Khave,"500,000"
Seamore's - Dumbo,Seamore's,Brookfield Place,95.0%,69a69019-48a4-4989-b0b6-c973507fdc10,8ca9a27e-2954-414d-b43a-62e4bf673e13,Seamore's,"500,000"
Sukh Fort Greene,Sushi of Gari,Hell's Kitchen,65.2%,b5ee7f11-e5c8-4ac0-aa99-d33654804dd2,e8b7517c-5060-4d96-909d-22ba724fb7b6,Sushi of Gari,"500,000"
Javelina Union Square,Jane on Larkin,Nob Hill,61.4%,ac4dbf42-2a07-43d5-915d-3367aa75d1a1,90c8df23-203f-4040-a896-68555f5f2fac,Jane,"500,000"
Colonia Verde Fort Greene,Colonia Verde,Fort Greene,100.0%,4c5bd22d-da75-4ed1-b086-936c5b28079c,aee338b8-c44f-4627-887d-d4cfd8e121a5,Colonia Verde,"500,000"
Roberta's Midtown,Roberta's,Bushwick,99.2%,ad248d48-8f51-4f00-83f5-4771f1926f8a,c3d4c1ab-acc3-45be-b318-18ae9f680470,Roberta's,"500,000"
The Progress Japantown,Fresco's Cantina,Astoria,62.9%,0aa3d172-3abb-4298-98b3-2f06830996a8,4c4977c8-4739-46a3-8a02-e0abd73427ae,Fresco's Cantina,"500,000"
R.Slice Midtown,R.Slice,Midtown,100.0%,7afe1000-0045-45bc-baa1-824e964c749b,c3d4c1ab-acc3-45be-b318-18ae9f680470,Roberta's,"500,000"
Spinning Bones - New Deal,Spike's Coffees and Teas,The Castro,61.1%,f4d71985-b946-435b-8494-f09da8e1551d,3cd5c8e0-2e2c-4a78-88b4-9f28d8d41aa1,Spike's Coffee & Teas,"500,000"
Fulgurances Greenpoint,Fulgurances,Greenpoint,100.0%,41a7c815-6009-40eb-84e4-5114f03948ef,31b7ce7c-acf9-4926-b538-e83c224ec489,Fulgurances,"500,000"
Chinta Thai Greenpoint,Chinta Thai,Greenpoint,100.0%,1a67e121-7411-4381-acba-91c65f4f0b0a,48cd2c00-ce66-4a80-b251-81457afcbc4a,Chinta Thai,"500,000"
The Brixton Marina,The Brixton,Marina,100.0%,5bf39fab-f382-4e69-9e71-9a0538da1cbc,8587afbb-b2e0-4d49-ac78-0c961481eaa4,The Brixton,"500,000"
Hazie's Hayes Valley,Hazie's,Hayes Valley,91.9%,441043af-7b4d-4f89-ab90-f92ac63a1940,dcf5d720-6296-4355-a33f-225a2747bef6,Hazies,"500,000"
Maman Upper East Side,Ace Eat Serve,Uptown,62.9%,5777c442-43a0-475a-b307-de7f945b585d,5dea68d3-e858-447e-ae16-c1eec8003090,Secret Sauce,"500,000"
Maman Upper West Side,Due West,West Village,58.3%,aa6093b2-5257-4105-8637-99d166b35524,9ddbcefb-02fd-4e26-9a9b-ad06f1be0d6c,Due West,"500,000"
Maman Cobble Hill,Maybank Public House,James Island,58.6%,a6de9666-8a3a-4b22-8e14-b26d1ac9a47a,3c41006c-8c75-4a37-894b-deea870ee0e8,Coleman Maybank Public House,"500,000"
Maman Battery Park,Jane the Bakery,Geary - Jane the Bakery,65.2%,5b70acf9-3ae6-4c63-bf91-f77bd39ef65a,90c8df23-203f-4040-a896-68555f5f2fac,Jane,"500,000"
Leon's - New Deal,Leon's,Union Square,87.1%,19e480cf-e8f9-4ce5-94f8-19eeca178207,bd0a2b6c-d052-4656-871c-d6b6067b6aee,Anton's,"500,000"
Indian Accent Indian Accent,Indian Accent,Indian Accent,90.0%,5db01ae4-bfa5-4778-95f9-9f25163b3ecc,8cc30cdd-6088-4491-a023-95f5d21edc95,Indian Accent,"500,000"
Cheeky Sandwiches - New Deal,Bandits Burger + Dive,West Village,54.4%,38b70cfe-2419-4b0a-baa7-ee5b80298f58,3765dc1e-07e7-43a0-882c-e1776ad4e834,The Garrett Group,"500,000"
Veselka Williamsburg,Veselka Williamsburg,Williamsburg,100.0%,5a02aa66-fc07-4b42-b412-c13515a47316,a5197cd6-00a1-408a-9e6e-a2669e1c6417,Veselka,"500,000"
Veselka East Village,Nowon - East Village,East Village,93.4%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Bonnie's Williamsburg,Bonnie's,Williamsburg,95.2%,0ffad0d1-02e4-41b9-ae63-084b64dbb058,f12240ce-ab06-46a2-ab1c-38b545c75b22,Bonnie's,"500,000"
Alcove Market Harleston Village,Alcove Market,Harleston Village,99.1%,5a3d5735-51eb-4280-824d-93d089a0ff04,bbca6711-d3be-4276-822f-abb3f1ef2877,Easton Porter Group,"500,000"
Baguette Magic West Ashley,Baguette Magic,James Island,100.0%,18dd4674-e0d8-4ec4-9cf6-235ac867a1fc,1b1a0dc7-797c-49a2-bfcd-3d6a3a388e82,Baguette Magic / Kultura,"500,000"
Venhue Lower East Side,Venhue,Lower East Side,77.9%,0ceaec1a-8823-4c1f-812c-0d5630b05200,5690d3da-bd63-4672-990d-cd329f92c734,Venhue,"500,000"
Veselka Grand Central,Veselka,East Village,85.0%,97fd500a-b86c-4daa-be1e-c1931120a71c,a5197cd6-00a1-408a-9e6e-a2669e1c6417,Veselka,"500,000"
Public Records - New Deal,Spike's Coffees and Teas,The Castro,56.8%,f4d71985-b946-435b-8494-f09da8e1551d,3cd5c8e0-2e2c-4a78-88b4-9f28d8d41aa1,Spike's Coffee & Teas,"500,000"
Bobbi's Italian Beef Cobble Hill,Bobbi's Italian Beef,Cobble Hill,96.9%,5451c3a9-73f7-4293-b740-2f7f3a2c8f10,69f615d3-252e-44b4-bbb4-81e3ed697279,Bobbi's Italian Beef,"500,000"
6restaurant.com - New Deal,Restaurant Olivia,Washington Park,76.4%,a2948da2-e5a9-4eca-90df-5566e1ea3324,79f59f75-554b-4e03-9629-f4c26348bd43,Restaurant Olivia,"500,000"
Niku Steakhouse - September Pay,A5 Steakhouse,LoDo,62.4%,fa92ed26-2c5e-4a55-9c52-19817551f09f,9bae59e8-836d-4de4-b7a7-3dccdde5103a,Culinary Creative Group,"500,000"
Hinodeya Ramen Bar Marina,Hinodeya Ramen Bar,Marina,100.0%,3078055a-09c1-468c-823e-e1d92af28a1f,aad7a165-2d5a-46bf-8bdd-644d9d11a2a2,Hinodeya Ramen Bar,"500,000"
Hinodeya Ramen-Japantown - New Deal,Hinodeya Ramen Bar,Marina,72.7%,3078055a-09c1-468c-823e-e1d92af28a1f,aad7a165-2d5a-46bf-8bdd-644d9d11a2a2,Hinodeya Ramen Bar,"500,000"
Hinodeya Ramen-Union Square - New Deal,Hinodeya Ramen Bar,Marina,73.0%,3078055a-09c1-468c-823e-e1d92af28a1f,aad7a165-2d5a-46bf-8bdd-644d9d11a2a2,Hinodeya Ramen Bar,"500,000"
Hinodeya Ramen-Downtown - New Deal,Hinodeya Ramen Bar,Marina,74.0%,3078055a-09c1-468c-823e-e1d92af28a1f,aad7a165-2d5a-46bf-8bdd-644d9d11a2a2,Hinodeya Ramen Bar,"500,000"
Motel Morris Chelsea,Motel Morris,Chelsea,95.0%,c4d00281-8359-4f5c-b7e3-4b0b6dc3f055,72c59172-c95c-4316-a06c-b5f1be080a61,Motel Morris,0
Birdsong SOMA,Birdsong,SOMA,96.2%,286b0d4c-c520-459c-8135-b3244129378f,3bec0dd2-7c1b-42fd-a4ca-931a84c77740,Birdsong,"500,000"
Left Door - Passes,Left Door,Pacific Heights,92.0%,1d296ab6-d857-4d01-9b70-52db62409ca4,6bffc2b4-1771-4f8b-94da-ebc8219c8f0f,Joe Wallace Group,"500,000"
Kid - New Deal,Kid,Chelsea,65.0%,b0942e16-add0-45e4-8c89-4a70b76ad022,72c59172-c95c-4316-a06c-b5f1be080a61,Motel Morris,0
Le Rivage Le Rivage,Le Rivage,Le Rivage,100.0%,5982e2e3-6016-4827-86e4-f08e288e0c22,16506bec-1acc-4bd3-a3a5-30a259bcce26,Le Rivage,0
Elephant District Dumbo,Elephant Sushi,Fillmore,64.1%,854f5139-4029-4910-b735-51ed71c5b437,db46904a-3170-46c9-810e-be90785f405b,Elephant Sushi / Elephant Sushi,"500,000"
Dalida Mission,Dalida,Mission,90.0%,ad840011-4e34-4242-a78b-23ebf509d16c,c367f0ed-1ce4-483c-8975-13a0821ac9a7,Dalida,"500,000"
Henry & The Lions Chelsea,The Commons Chelsea,Chelsea,74.7%,d8d12dfa-d7d3-40c1-ab9d-cdbbc61f9ede,72c59172-c95c-4316-a06c-b5f1be080a61,Motel Morris,0
Sagaponack Flatiron,Sagaponack,Flatiron,99.0%,03019740-a621-424f-b435-afadf9ed9690,b98499f8-e47f-4b4a-a68c-afc56d892372,Sagaponack,"500,000"
Share House Downtown,Carriage House,West Village,62.9%,8b87afbe-497b-4176-8215-3945ba1b3fdc,3a6bf638-7b60-4a24-a903-cd2798ad2590,Carriage House,"500,000"
Uptown Social Downtown,Downtown Social,East Village,74.5%,e4e8c0b0-ba94-4887-95e5-be0c6deba967,7842c853-cd64-4e82-a24e-7b40eb8eae6b,Eat Drink & Be Merry,"500,000"
Javelina UES - New Deal,Diwali Indian Cuisine,Mission,57.6%,c721c507-81e9-4e8f-bd41-2a6d03824a03,eb60f0ad-9595-41f2-b95d-52d46dd9bc83,Diwali Indian Cuisine,"500,000"
Balzem Nolita,Balzem,Nolita,100.0%,ea02ee80-d08f-4c6f-9a69-2865c501db90,ef5ac0d7-9e3f-460d-a09f-5e02363de6ad,Balzem,"500,000"
The Edition - John Fraser- The Terrace - New Deal,Nº. 79 Bar & Terrace,Nº. 79 Bar & Terrace,69.1%,7911e70b-5214-4ad2-ac4b-e6c0e56fa91a,2d137033-a0d3-4b67-a145-661dc58fc55d,No. 79,"500,000"
The Clam - New Deal,Clam Bar,Amagansett,67.1%,5de2ab76-a948-434d-a686-16ce7ac868f4,e0af7db4-bbb4-4927-aae9-82e6e2c3122d,Clambar,"500,000"
Ilcha Marina,Amarena,Russian Hill,73.2%,1ed0d1bd-3256-4369-b310-0e45903ef42d,1dc21ea6-d805-4a25-8057-621e12a3263c,Amarena,"500,000"
Octavia Pacific Heights,Octavia,Pacific Heights,81.7%,15cc087f-3108-458e-ac4c-aff79aa919ce,052e04f5-b43a-4785-9b9c-f19fb472352b,Frances / Octavia,"500,000"
Frances The Castro,Frances,The Castro,100.0%,9a49372a-3508-4b1a-8951-817659bb3006,052e04f5-b43a-4785-9b9c-f19fb472352b,Frances / Octavia,"500,000"
Tacolicious Marina,Tacolicious,Marina,95.9%,a31cd0b5-bdd7-4d26-b8c5-8ce4c187d247,ef897494-78f5-428a-88f0-54f85e80729b,Tacolicious Group,"500,000"
Tadaima - New Deal,Alma Negra,Park Slope,63.8%,a8cdc6b5-068d-477f-8ec9-cb8840f1e051,b5cbad77-87c4-44d6-97d3-dc46d9d33af8,Alma Negra,"500,000"
Popi's Oysterette Marina,Popi's Oysterette,Marina,100.0%,0746cff5-6e53-4a93-bda8-cbe4cde51128,626a183b-fbc1-426e-ad7e-592368ed5fe7,Popi's Oysterette,"500,000"
Tacolicious Mission,Tacolicious,Marina,93.3%,a31cd0b5-bdd7-4d26-b8c5-8ce4c187d247,ef897494-78f5-428a-88f0-54f85e80729b,Tacolicious Group,"500,000"
Mosto Mission,Mosto,Mission,95.6%,818c18d5-b98a-4ace-9b76-6ee29b5962a4,ef897494-78f5-428a-88f0-54f85e80729b,Tacolicious Group,"500,000"
Kultura Downtown,Kultura,267 Rutledge Ave,100.0%,e545b0c3-ab94-46f3-a3d1-4c12e1ef92f3,1b1a0dc7-797c-49a2-bfcd-3d6a3a388e82,Baguette Magic / Kultura,"500,000"
La Noxe Chelsea,La Noxe,Chelsea,93.6%,2b67f007-6509-4ceb-8fbe-15ddf3a9d004,fdb1b8f8-2658-4e6d-8cc8-04f9438cbf7d,La Noxe,"500,000"
Omakase Design District,Omakase SF,Design District,74.5%,1bd6f61f-06b5-447a-bc02-06f8a09e73b1,c8b06155-43af-43a2-94ea-2df364c4c190,Omakase Restaurant Group,"500,000"
Okane Potrero Hill,Okane,Okane,78.5%,a986d76e-ba67-4390-8deb-9e50e22cfe3d,c8b06155-43af-43a2-94ea-2df364c4c190,Omakase Restaurant Group,"500,000"
Live Sushi Bar Potrero Hill,Live Sushi Bar,Potrero Hill,100.0%,011c6320-bd4a-4550-99fa-07211b731f0a,c8b06155-43af-43a2-94ea-2df364c4c190,Omakase Restaurant Group,"500,000"
The Third Floor Chinatown,The Third Floor,Financial District,98.8%,6a849093-9b3d-49c6-9db4-f22e586387db,c8b06155-43af-43a2-94ea-2df364c4c190,Omakase Restaurant Group,"500,000"
Born Thai - New Deal,Harborview Restaurant & Bar,Embarcadero,60.0%,d6b16e38-0f35-4b28-8d9b-600144c7963f,ec9c0ce2-9d24-4b07-b685-ba91f89eeb72,Harborview Restaurant And Bar,"500,000"
Prelude Union Square,Prelude,Financial District,76.9%,9bbbbafe-8d65-42dd-99d5-d3823ffcb115,c8b06155-43af-43a2-94ea-2df364c4c190,Omakase Restaurant Group,"500,000"
Dumpling Time Design District,Dumpling Time,Design District,100.0%,29147e61-af36-491c-af99-65d9fbe0f70e,2c801270-ed8d-4562-ab6d-c5892e69b273,Dumpling Time,"500,000"
Dumpling Time Mission Bay,Dumpling Time,Design District,98.4%,29147e61-af36-491c-af99-65d9fbe0f70e,2c801270-ed8d-4562-ab6d-c5892e69b273,Dumpling Time,"500,000"
Baguette Magic James Island,Baguette Magic,James Island,100.0%,18dd4674-e0d8-4ec4-9cf6-235ac867a1fc,1b1a0dc7-797c-49a2-bfcd-3d6a3a388e82,Baguette Magic / Kultura,"500,000"
Inday All Day Williamsburg,Inday All Day,Williamsburg,91.7%,8f227eea-26af-4212-93ab-45c6e2e50952,6f8e354d-4c3f-4722-891a-5e0d6316e5c2,Inday,"500,000"
Camino Alto Marina,Camino Alto,Marina,95.9%,46572411-97dd-4b7e-8069-7af0aadb9310,9302b5c9-4edd-42ff-b2d0-8ffd88f9eb47,Camino Alto,"500,000"
Bar Madonna Williamsburg,Bar Madonna,Williamsburg,100.0%,f95fcf53-029f-49a2-9599-062bc7b65957,442f0acb-325c-4fe0-9227-101a0151eab4,Bar Madonna,"500,000"
Castro Indian Restaurant & Bar The Castro,Castro Indian Restaurant & Bar,The Castro,100.0%,b8c0b5a1-7e3f-47ec-b3e1-9eaf1c2245aa,a71f3435-b387-43de-b254-720a690b2216,Castro Indian Restaurant & Bar,"500,000"
Gair Dumbo,Gair,Dumbo,87.1%,ac2ab9f4-cd36-4cd7-aac2-85b8d289c347,69dc2a30-938e-444c-97df-4d644cf9d08b,Gair,"500,000"
6 Tables Marina,6 Tables,Marina,99.6%,4367bdf5-58b2-47cf-afa4-d7ae132227c3,185856e3-b9ee-4d64-9e9c-ca32174bc667,6 Tables,"500,000"
Okaeri Japanese Bistro - New Deal,Okaeri Japanese Bistro,Okaeri,100.0%,2724470d-8d98-420b-ac57-d4bc95715e15,646b44f0-6286-46aa-a56c-54e9834f7e12,Okaeri Japanese Bistro,"500,000"
Restaurant Abacá - New Deal,Restaurant Olivia,Washington Park,70.1%,a2948da2-e5a9-4eca-90df-5566e1ea3324,79f59f75-554b-4e03-9629-f4c26348bd43,Restaurant Olivia,"500,000"
WINNER in the Park Park Slope,WINNER in the Park,Park Slope,96.8%,52ef0d2f-01a1-45e7-b3ab-d1fefe6d5e3e,1cabc93b-e8ad-47e9-b085-5a2bca564b18,WINNER,"1,000,000"
The Commodore Williamsburg,Commodore II,LES,80.6%,8894f0e0-e7d7-4b14-8b9a-329e760117f9,d41efca1-f4b1-43e7-b24b-a51a500b7573,The Commodore Bars,"500,000"
Paradiso Restaurant + Bar Park Circle,Paradiso Restaurant + Bar,Park Circle,100.0%,d5ad1506-6d2c-4d88-a006-05f83b4c9898,7be3c897-6406-44f2-b7dd-e40c82d3f1a1,Paradiso,"500,000"
The Market at Paradiso Park Circle,The Market at Paradiso,Park Circle,95.0%,252977ca-124b-47b4-9fa7-7d9c4f20c208,7be3c897-6406-44f2-b7dd-e40c82d3f1a1,Paradiso,"500,000"
Little Owl - New Deal,Little Honey,South Slope,74.5%,68b28e2e-daf6-48de-8eb3-ad2ed7d648da,fc92f358-1b36-43a7-82c1-bb3c8327f5f3,Little Honey,"500,000"
Bar Iris Russian Hill,Bar Iris,Russian Hill,95.2%,b8d43fea-d2bd-4267-b0ca-a6eb8dfa519a,9b9f9222-b9a9-433e-a85a-89cfa6b8d037,Nisei / Bar Iris,"500,000"
11 Tigers - New Deal,Burgers and Beer,West Village,57.1%,1ae8ba6a-b429-4aa7-b61a-d08a1cd8c905,ea2589e9-797b-4391-afda-95200fafb492,Tio Pepe,"500,000"
Market Table - New Deal,Mile End Deli,Boerum Hill,62.9%,4c513a09-f56b-47aa-bd1e-bbd34b426d93,b04b3531-39e2-410a-8a86-3df7a2c62e25,Mile End Deli,"500,000"
Wild West Village,Criollas West Village,West Village,100.0%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"500,000"
Todo el Dia,Toy Soldier,Financial,64.5%,618fc8b4-9e56-49c7-be79-e4835ac0ad62,b28abd69-96c1-4dc2-abbe-5d44d7685fdb,Johnny Love Group,"500,000"
Phoenix Palace Chinatown,Phoenix Palace,Phoenix Palace,93.7%,4474908c-853e-41f7-a5fe-0eb1bc6ac8b5,5b122662-fa85-4540-b20d-9505932bafbc,Phoenix Palace,"500,000"
The Archer East Central,The Archer,East Central,73.0%,d9f9d998-9a58-4820-8617-3524a96acf0f,d4e624dd-a966-4c3a-a78d-8deb5da66271,The Archer / Berkeley's,"500,000"
Berkeley’s Hampton Park Terrace,Berkeley’s,Hampton Park Terrace,83.8%,a6166c2b-dc7f-42a1-b8a6-4d77cd3a22f4,d4e624dd-a966-4c3a-a78d-8deb5da66271,The Archer / Berkeley's,"500,000"
La Noxe Trinity - New Deal,La Noxe,Chelsea,70.2%,2b67f007-6509-4ceb-8fbe-15ddf3a9d004,fdb1b8f8-2658-4e6d-8cc8-04f9438cbf7d,La Noxe,"500,000"
Tacolicious (Emerson St.) - New Deal,Tacolicious,Marina,77.4%,a31cd0b5-bdd7-4d26-b8c5-8ce4c187d247,ef897494-78f5-428a-88f0-54f85e80729b,Tacolicious Group,"500,000"
Little Charli Greenwich Village,Little Charli,Greenwich Village,99.1%,8cd8fae8-47ee-45e4-9ea1-2cff5cb7e98d,112418bd-eb05-46f1-9780-3d20b85b7809,DAE Crew,"500,000"
Cha Cha Tang West Village,Cha Cha Tang,West Village,100.0%,791f2cca-42ce-49cc-a1e7-108c2862e685,30cdda1a-56d2-40e1-98e2-32057b60b80c,MSH Restaurants,"500,000"
The Harlow James Island,The Harlow,James Island,83.0%,c396f294-a9b9-4f21-a26a-c700af124aec,83d3f742-f48d-4ff4-8130-33406ff427e0,The Harlow,"500,000"
Little Rascal Nolita,Little Rascal,Greenpoint,98.8%,47612c2f-3e7e-4fb9-ba41-8d7310191c88,87f2c447-ad1d-42a1-a06c-981284da77a6,Little Rascal,"500,000"
Little Rascal Greenpoint,Little Rascal,Greenpoint,90.3%,47612c2f-3e7e-4fb9-ba41-8d7310191c88,87f2c447-ad1d-42a1-a06c-981284da77a6,Little Rascal,"500,000"
Brown Dog Deli Harleston Village,Nowon - East Village,East Village,74.0%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Sightsee Hampton Park Terrace,Nº. 79 Bar & Terrace,Nº. 79 Bar & Terrace,72.2%,7911e70b-5214-4ad2-ac4b-e6c0e56fa91a,2d137033-a0d3-4b67-a145-661dc58fc55d,No. 79,"500,000"
Verde Park Circle,Verde,Avondale,80.5%,dde66a49-1671-44a5-96a5-73b1f8c6cac1,2fc1aa71-b3ff-475b-86bb-b1578d0b6f1e,Verde,"500,000"
Verde MUSC - Ashley River Tower,Verde,Avondale,64.4%,dde66a49-1671-44a5-96a5-73b1f8c6cac1,2fc1aa71-b3ff-475b-86bb-b1578d0b6f1e,Verde,"500,000"
Nisei Russian Hill,Nisei,Russian Hill,78.5%,588b2773-de2e-4344-a579-d200a3f45f99,9b9f9222-b9a9-433e-a85a-89cfa6b8d037,Nisei / Bar Iris,"500,000"
Verde Airport,Verde,Avondale,95.6%,dde66a49-1671-44a5-96a5-73b1f8c6cac1,2fc1aa71-b3ff-475b-86bb-b1578d0b6f1e,Verde,"500,000"
White Maize (Chelsea) - New Deal,Friedman's Chelsea Market,Friedmans Chelsea Market,72.8%,365f2175-2f96-4296-9ab2-47d250e2898f,fcab5650-6899-4643-912b-ac602728d0e0,Friedman's,"500,000"
White Maize (Carrol Gardens) - New Deal,Juanita Greenberg's Nacho Royale,Mt. Pleasant,51.8%,3d35421a-2876-4c64-a2de-ca89d8089314,b3fa622e-587c-4e02-83ec-941e3df9a9d2,Juanita Greenberg's Nacho Royale,"500,000"
Trick Dog Mission,Trick Dog,Mission,100.0%,65f3ffa4-c8dc-4794-9795-73c6ac308083,dd208dc7-d20c-40e7-9430-4268a2627058,Trick Dog,"500,000"
Trick Dog - New Deal-BAR BLACKBIRD,Trick Dog,Mission,68.9%,65f3ffa4-c8dc-4794-9795-73c6ac308083,dd208dc7-d20c-40e7-9430-4268a2627058,Trick Dog,"500,000"
Clerks Downtown,Clerks,Downtown,97.1%,3613acf1-7e19-4666-b1d0-69b632f17f10,3b3b5f97-45a0-451f-bdd4-9c221a041538,Hotel Emeline,"500,000"
Frannie & The Fox Downtown,Frannie & The Fox,Downtown,91.0%,cf0dda93-b7a8-4c17-bf12-bea8f8c9bd41,3b3b5f97-45a0-451f-bdd4-9c221a041538,Hotel Emeline,"500,000"
Callie's Hot Little Biscuit Meeting Street,Shuggie’s Trash Pie + Natural Wine,Shuggie’s Trash Pie + Natural Wine,50.5%,f33e9018-a18a-4e0c-951c-00f6525dc67f,0be0e84b-8aa3-40d9-b95a-0f55fa31b342,Shuggie’s Trash Pie + Natural Wine,"500,000"
Callie's Hot Little Biscuit King Street,Little Jack's Tavern,Downtown Charleston,54.1%,793c73aa-2e8c-4607-b7b3-8f90fd1c90ad,03e8295a-6cb4-483b-9c53-ffa2b8ec1ec8,Rerun Restaurants,"500,000"
Bar Enzo Long Island City,Bar Enzo,Long Island City,83.5%,c734fead-61d2-451a-b217-ae2ed2879735,93ae0fe1-50c7-42ef-bf81-d894f4c6e069,The Greats of Craft & Bar Enzo,"500,000"
The Greats of Craft LIC,The Greats of Craft,LIC,100.0%,23f34fd9-7679-4c05-a634-56c9d2813feb,93ae0fe1-50c7-42ef-bf81-d894f4c6e069,The Greats of Craft & Bar Enzo,"500,000"
The Greats of Craft Midtown East,The Greats of Craft,LIC,99.8%,23f34fd9-7679-4c05-a634-56c9d2813feb,93ae0fe1-50c7-42ef-bf81-d894f4c6e069,The Greats of Craft & Bar Enzo,"500,000"
Good Thanks Williamsburg,Good Thanks,Williamsburg,92.9%,ff51d2df-ff2d-4477-b092-be8205e15961,ca87e91a-d4dc-4f68-81f3-41b977629a68,Good Thanks,"500,000"
Ruffian East Village,Nowon - East Village,East Village,98.7%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
